year,actor,actorid,actor_type,conflictid,type,incomp,region,location,gwnoloc,gwnoloc2,gwnoloc3,gwnoloc4,conflictyear,interm,postc,pgm_id,state_prev,ai_prev,hrw_prev,selection,selection_ethnicity,selection_nationality,selection_religion,selection_age,selection_actor,selection_other,male,child,detainee,refugee,timing,timing_month,timing_military,timing_political,timing_errands,timing_search,location_text,location_camp,location_checkpoints,location_detention,location_private,location_school,public_public,public_semipublic,public_private,witness_family,witness_victims,witness_soldiers,witness_other,gang,byproxy,form,
1992,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Citizens Against Communism Army,3043,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,172,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,1,0,1,-99,-99,-99,-99,NPA,-99,0,0,1,0,“July”,7,0,0,0,0,“Northern Samar”,0,0,0,1,0,0,0,0,0,1,0,-99,1,0,rape,
1990,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,1,0,1,-99,-99,-99,-99,NPA,-99,0,0,0,0,“June”,6,0,0,0,0,"“Bayombong, Nueva Vizcaya”; “had entered her home”",0,0,0,1,0,0,0,0,0,0,0,-99,0,0,rape,
1992,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,1,0,1,-99,-99,-99,-99,NPA,-99,0,1,0,0,“In August”,8,0,0,0,0,"“in Rizal, Occidental Mindoro”",0,0,0,0,0,0,0,0,0,0,0,-99,1,0,rape,
1994,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,-99,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Civilian Armed Forces Geographical Units,3050,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,148,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,El Tigre,3080,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,171,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Forward Command-FC's,3091,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,152,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,0,1,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Greenans,3111,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,147,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Kadre,3138,6,10,3,2,Asia,Philippines,840,0,0,0,1,0,0,155,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
